,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore
,AmbT_10m,AmbT_10m,CO,CO,NO,NO,NOy,NOy,O3,O3,PM10L,PM10L,PM25L,PM25L,RH,RH
,DEGC,DEGC,PPM,PPM,PPB,PPB,PPB,PPB,PPB,PPB,ug/m3 L,ug/m3 L,ug/m3 L,ug/m3 L,% RH,% RH
Date,Value,Flags,Value,Flags,Value,Flags,Value,Flags,Value,Flags,Value,Flags,Value,Flags,Value,Flags
30-May-2024 17:00,15.3,,0.117,,0.3,,0.4,,30.1,,12,,0.7,,49.5,
30-May-2024 18:00,15.5,,0.107,,0.2,,-0.5,,30.5,,6,,1,,49.2,
30-May-2024 19:00,15.6,,0.124,,0.2,,-0.5,,31.1,,2,,-0.4,,46.2,
30-May-2024 20:00,15.1,,0.119,,0,,-0.3,,29.1,,1,,0.3,,52,
30-May-2024 21:00,14.5,,0.166,,0.2,,2.2,,24.1,,5,,3.7,,56.6,
30-May-2024 22:00,12,,0.128,,0.4,,3.7,,16.2,,11,,3,,70.8,
30-May-2024 23:00,11.2,,0.132,,1.1,,4.9,,14.5,,10,,3.9,,73.7,
31-May-2024 00:00,10.3,,0.135,,3.2,,10.6,,9.1,,16,,3.5,,78.2,
31-May-2024 01:00,9.6,,0.143,,4.9,,14.5,,4.2,,16,,4,,82.6,
31-May-2024 02:00,8.9,,0.13,,10.5,,17.7,,3.9,,7,,2.3,,84.4,
31-May-2024 03:00,8.7,,0.11,,16.9,,26.5,,2.6,,7,,2.7,,84.6,
31-May-2024 04:00,8.9,,0.115,,1.4,,2.9,,10.6,,7,,2.4,,82.4,
31-May-2024 05:00,9.3,,0.12,,0.6,,0.4,,12.7,,6,,1.4,,78.2,
31-May-2024 06:00,10.3,,0.113,,0.6,,0.3,,16,,3,,1.8,,73.3,
31-May-2024 07:00,11.7,,0.116,,0.6,,0.1,E,18.3,,6,,2.5,,67.4,
31-May-2024 08:00,13.4,,0.105,,0.4,,-0.1,,21.4,,9,,5.1,,62.6,
31-May-2024 09:00,15,,0.117,,0.2,,-0.5,,24.7,,7,,2.8,,55.4,
31-May-2024 10:00,15.9,,0.111,,0,,-1,,29.6,,5,,0.8,,43.4,
31-May-2024 11:00,16.9,,0.101,,0.1,,-0.7,,32.1,,7,,2.1,,36.9,
31-May-2024 12:00,18.2,,0.119,,0.1,E,-1.1,,34.5,,5,,2.1,,31.8,
31-May-2024 13:00,18.8,,0.111,,0.1,,-0.6,,34.7,,6,,0.6,,30,
31-May-2024 14:00,18.1,,0.111,,0,,0,,36,,115,,2.8,,33.5,
31-May-2024 15:00,16.4,,0.129,,0.4,,2,,38.2,,11,,1.2,,40.1,
31-May-2024 16:00,18,,0.122,,0.1,,-0.3,,38.9,,6,,0.1,,35.5,
31-May-2024 17:00,19.3,,0.116,,0.2,,-0.3,,38,,15,,-1.3,,31.4,
31-May-2024 18:00,19.2,,0.117,,0,,-0.6,,37.7,,8,,-0.8,,31.1,
31-May-2024 19:00,19.2,,0.113,,0,,-0.7,,38.1,,4,,3.5,,29.8,
31-May-2024 20:00,18.9,,0.118,,0,,-0.1,,37.1,,6,,1.9,,32.7,
31-May-2024 21:00,17.9,,0.127,,0,,0.9,,33.8,,19,,0.5,,37.6,
31-May-2024 22:00,15.9,,0.152,,0.4,,9.4,,24.2,,13,,5.7,,46.3,
31-May-2024 23:00,14.9,,0.127,,0.5,,7.9,,26.3,,10,,3.7,,47.7,
01-Jun-2024 00:00,14.8,,0.105,,0,,1.5,E,,IE,6,,0,,45,
01-Jun-2024 01:00,13.9,,0.125,,0,,3.4,,29.4,,10,,-0.1,,48.4,
01-Jun-2024 02:00,11.7,,,IE,0,,3.2,,25.4,,11,,-0.8,,59.7,
01-Jun-2024 03:00,10,,0.186,,,IE,,IE,11.2,,23,,3.6,,71.1,
01-Jun-2024 04:00,9.4,,0.124,,3,,10.3,,14.2,,14,,1.1,,71.1,
01-Jun-2024 05:00,10.2,,0.137,,1.4,E,5.7,,17.6,,14,,-1.1,,66.8,
01-Jun-2024 06:00,11.8,,0.134,,1.5,,4.1,E,21,,12,,1.2,,60.6,
01-Jun-2024 07:00,14.1,,0.141,,1,,2.9,,25.5,,10,,2.1,,51.9,
01-Jun-2024 08:00,16.7,,0.11,,0.3,E,0.2,,31.4,,10,,1.4,,40.7,
01-Jun-2024 09:00,18.1,,0.107,,0.3,,0.1,E,34.7,,6,,2.7,,34.3,
01-Jun-2024 10:00,18.9,,0.107,,0.2,,0,,37.6,,2,,2.9,,30.2,
01-Jun-2024 11:00,19.6,,0.109,,0.1,,-0.1,E,40.3,,2,,-0.8,,28.5,
01-Jun-2024 12:00,20.5,,0.11,,0.7,,1.7,E,40.5,,4,,-2.2,,25.8,
01-Jun-2024 13:00,21.1,,0.111,,0.2,,0.4,,41.1,,6,,-0.1,,25.2,
01-Jun-2024 14:00,21.3,,0.104,,0.2,,0,E,38.7,,4,,0.4,,25.4,
01-Jun-2024 15:00,21.8,,0.114,,0.1,,0,,38.8,,13,,1.5,,25.1,
01-Jun-2024 16:00,21.6,E,0.096,,0.1,,0,E,38.6,,8,,1.6,,25.4,E
01-Jun-2024 17:00,21.4,,0.107,,0,,-0.5,E,38.6,,4,,-1.9,,26.1,
01-Jun-2024 18:00,21.5,,0.09,,0,,-1,,38.3,,3,,0.2,,25.8,
01-Jun-2024 19:00,21.3,,0.101,,-0.1,,-0.7,E,37.9,,4,,2.2,,26.3,
01-Jun-2024 20:00,20.9,,0.122,,0,E,1.4,,34.1,,9,,0.6,,28.9,
01-Jun-2024 21:00,19.6,,0.19,,0.3,,4.8,E,26.6,,16,,0.2,,36.6,
01-Jun-2024 22:00,17.9,,0.185,,0.4,,7.2,E,19.6,,42,,1,,46.1,
01-Jun-2024 23:00,17.3,,0.247,,1.6,,13.3,,13.7,,30,,7.6,,50,
02-Jun-2024 00:00,17,,0.144,,0.2,,3.6,E,23.9,,15,,5.7,,47.4,
02-Jun-2024 01:00,17.8,,0.103,,-0.1,,-1.1,E,34.4,,8,,2.5,,43.7,
02-Jun-2024 02:00,16,,0.116,,0,E,0.8,E,27.1,,6,,2,,54,
02-Jun-2024 03:00,14.5,,0.121,,0.1,,4.2,E,19.8,,8,,2.9,,60.4,
02-Jun-2024 04:00,13.9,,0.119,,0,,0.6,E,21.8,,8,,5.5,,61.7,
02-Jun-2024 05:00,13.2,,0.124,,0,E,-0.5,,25.6,,9,,4,,62.4,
02-Jun-2024 06:00,13,,0.108,,0,,-0.6,E,26.3,,9,,4.6,,61.5,
02-Jun-2024 07:00,14.1,,0.108,,0.4,E,0.6,E,28.7,,7,,3.4,,54.1,
02-Jun-2024 08:00,15.5,,0.113,,0.1,,-0.3,,32,,8,,-0.7,,48,
02-Jun-2024 09:00,16.4,,0.114,,0.3,,0.3,E,33.6,,7,,-1.3,,43.9,
02-Jun-2024 10:00,17.1,,0.12,,0.2,,0,E,34.3,,5,,-1.2,,42.2,
02-Jun-2024 11:00,18.4,,0.103,,0.1,,-0.4,E,36.2,,6,,1.9,,38.6,
02-Jun-2024 12:00,18.8,,0.11,,0,E,-1.3,E,38.5,,4,,1.5,,33.3,
02-Jun-2024 13:00,19,,0.135,,0.1,,-0.5,E,40.1,,8,,1,,30.9,
02-Jun-2024 14:00,19.3,,0.117,,0.1,,-0.7,E,40,,8,,-0.5,,30.7,
02-Jun-2024 15:00,19.9,,0.102,,0,,-1,E,40.8,,5,,-2.6,,28.5,
02-Jun-2024 16:00,20.2,,0.09,,0,E,-0.8,E,41.8,,2,,-1.9,,27.3,
02-Jun-2024 17:00,20.2,,0.101,,0,,-1,E,42,,3,,-0.9,,26.9,
02-Jun-2024 18:00,20.1,,0.126,,0,,-1.2,E,41.1,,6,,1.4,,29,
02-Jun-2024 19:00,19.1,,0.105,,0,,-0.3,E,38.2,,22,,1.7,,35.6,
02-Jun-2024 20:00,17.8,,0.107,,0,,0.7,E,38,,14,,0.7,,39.5,
02-Jun-2024 21:00,16.9,,0.106,,0.6,,1.9,E,37.1,,9,,0.2,,43.2,
02-Jun-2024 22:00,15.4,,0.099,,0,,1,,35.8,,5,,1,,51.6,
02-Jun-2024 23:00,14.5,,0.114,,0,,-0.5,E,36.1,,4,,0.9,,56.1,
03-Jun-2024 00:00,13.8,,0.11,,0,,0.3,,34.1,,7,,0.1,,58.6,
03-Jun-2024 01:00,12.6,,0.115,,0,,2,E,28.8,,9,,1.9,,64.3,
03-Jun-2024 02:00,11.2,,0.108,,0,,0.2,E,27,,9,,1.9,,72.3,
03-Jun-2024 03:00,9.8,,0.108,,0,,-0.7,,25.8,,12,,1.4,,79,
03-Jun-2024 04:00,9.6,,0.117,,-0.1,,-0.7,E,27.1,,7,,-1.4,,78.2,
03-Jun-2024 05:00,10,,0.112,,0,E,-0.4,,26.6,,10,,-0.7,,74.9,
03-Jun-2024 06:00,11,,0.119,,0.2,,0,,26.1,,8,,0.8,,70.1,
03-Jun-2024 07:00,12.4,,0.127,,0.3,,0.1,E,25.8,,9,,-1.9,,62.8,
03-Jun-2024 08:00,14,,0.118,,0.3,,-0.1,E,27.8,,9,,-2.1,,57.9,
03-Jun-2024 09:00,15.1,,0.136,,,IE,,IE,29.9,,14,,0.1,,55.4,
03-Jun-2024 10:00,15.6,,0.191,,,IE,,IE,26.5,,39,,2.3,,55.9,
03-Jun-2024 11:00,16.4,,0.133,,1.1,,3.8,,32.1,,14,,1.9,,46.8,
03-Jun-2024 12:00,17.2,,0.144,,4.8,E,14.2,,27.3,,54,,0.4,,42.3,
03-Jun-2024 13:00,18.3,,0.147,,3.2,E,10.9,E,30.6,,56,,5.4,,40.8,
03-Jun-2024 14:00,19.7,,0.135,,2,,6.9,E,35.6,,26,,2.5,,35.8,
03-Jun-2024 15:00,19.2,,0.129,,0.3,,1,E,36.8,,15,,0.9,,37.6,
03-Jun-2024 16:00,18.8,,0.118,,0.1,,0,E,35.6,,10,,2.2,,39.3,
03-Jun-2024 17:00,19.3,,0.121,,0.3,,0.7,E,36.7,,11,,3.2,,38.5,
03-Jun-2024 18:00,19.4,,0.112,,0,,-0.9,,41.5,,32,,2.2,,36.9,
03-Jun-2024 19:00,17.8,,0.098,,0.2,,2.5,E,37,,10,,0.6,,45.6,
03-Jun-2024 20:00,15.7,,0.115,,0,,-0.4,E,36.5,,7,,-2,,57.1,
03-Jun-2024 21:00,14.9,,0.107,,0,,0.6,E,33.4,,8,,-0.2,,63.1,
03-Jun-2024 22:00,13.7,,0.108,,0,,0,E,29.4,,8,,5.2,,72.9,
03-Jun-2024 23:00,13.2,,0.123,,0.5,,8.6,E,18.6,,62,,3.8,,75.1,
04-Jun-2024 00:00,12,,0.146,,0.2,,5.3,E,,IE,33,,2.3,,78.9,
04-Jun-2024 01:00,11.2,,0.141,,0.7,,8.3,E,13,,17,,4.9,,86.5,
04-Jun-2024 02:00,9.3,,,IE,1,,7.2,E,10.4,,13,,4.8,,88.3,
04-Jun-2024 03:00,7.9,,0.119,,,IE,,IE,11.6,,9,,5.5,,89.7,
04-Jun-2024 04:00,7.8,,0.122,,1.8,,5.7,E,11.3,,18,,3.9,,89.5,
04-Jun-2024 05:00,9.5,,0.123,,7,,12.3,E,11.9,,27,,0.7,,83.9,
04-Jun-2024 06:00,10.8,,0.181,,13.5,,24.2,E,8.2,,37,,9.8,,78.8,
04-Jun-2024 07:00,12.9,,0.147,,3.6,,8.1,,21.4,,20,,5.3,,68.4,
04-Jun-2024 08:00,14.3,,0.117,,0.5,,0.8,E,27.8,,11,,0.8,,62.7,
04-Jun-2024 09:00,15.9,,0.11,,1.2,,3,E,31.3,,11,,1.2,,54.4,
04-Jun-2024 10:00,17.1,,0.122,,3.2,E,8.5,E,30.8,,13,,1.9,,50.6,
04-Jun-2024 11:00,18.2,,0.147,,1.3,,3.8,E,35.5,,13,,3.1,,44.8,
04-Jun-2024 12:00,19.5,,0.105,,0.6,,1.6,E,39.3,,14,,2,,40.7,
04-Jun-2024 13:00,20.6,,0.126,,4.6,,12.1,E,36.7,,12,,1.1,,36.9,
04-Jun-2024 14:00,20.7,,0.106,,0.3,E,0.9,E,42.7,,22,,1.9,,36.5,
04-Jun-2024 15:00,16.9,,0.123,,0.3,,0.7,,39.1,,77,,5.2,,59.8,
04-Jun-2024 16:00,15.6,,0.125,,0.9,,1.6,,35.1,,4,,3.5,,70,
04-Jun-2024 17:00,18.5,,0.154,,0.6,,1.8,,33.9,,13,,0.8,,58.6,
04-Jun-2024 18:00,19,,0.133,,0.3,,0.4,,31.3,,9,,2.7,,58.2,
04-Jun-2024 19:00,18.9,,0.128,,0,,-0.5,,32.3,,4,,5.1,,55.3,
04-Jun-2024 20:00,18.4,,0.151,,0.2,,1.2,,28.1,,13,,3.1,,59.2,
04-Jun-2024 21:00,18.2,,0.152,,0.2,,2,,25.9,,10,,1.8,,60.4,
04-Jun-2024 22:00,16.8,,0.156,,0.2,,3.2,,18.8,,17,,2.5,,70.7,
04-Jun-2024 23:00,15.2,,0.174,,2.2,,7.8,,12.1,,15,,3.2,,78.7,
05-Jun-2024 00:00,15.2,,0.151,,0,,1.1,,21.1,,13,,4.6,,74.1,
05-Jun-2024 01:00,14.8,,0.132,,0,,0.1,,28.6,,12,,5.1,,70.9,
05-Jun-2024 02:00,14.2,,0.136,,-0.1,,0.4,,24.6,,14,,5.1,,74.2,
05-Jun-2024 03:00,13.7,,0.137,,0,,3,,22.4,,10,,5.8,,77.9,
05-Jun-2024 04:00,13.3,,0.154,,0.1,,2.4,,22.4,,14,,10.4,,81.3,
05-Jun-2024 05:00,13.1,,0.165,,1.7,,7.3,,18.4,,13,,5.9,,85.2,
05-Jun-2024 06:00,13.4,,0.181,,1.7,,6.8,,17.6,,18,,11.6,,84.5,
05-Jun-2024 07:00,13.9,,0.157,,1.7,,5.8,,18.4,,11,,9.9,,81.4,
05-Jun-2024 08:00,14.8,,0.176,,1,,2.2,,21.2,,12,,6.8,,77.5,
05-Jun-2024 09:00,15.9,,0.145,,0.6,,0.7,,25.7,,13,,11.2,,71.7,
05-Jun-2024 10:00,17.2,,0.207,,1,,2.2,,28.2,E,31,,9.5,,64.2,
05-Jun-2024 11:00,18.5,,0.632,,1.6,,3.9,,32.5,,14,,7.5,,55.6,
05-Jun-2024 12:00,18.4,,0.812,,1.1,,2.6,E,31.6,,27,,4.1,,57.1,
05-Jun-2024 13:00,16.4,,0.199,,0.7,,4.8,,27,,12,,9.2,,70.8,
05-Jun-2024 14:00,16.3,,0.158,,1.1,,2.8,,27.2,,8,,8.5,,74.6,
05-Jun-2024 15:00,19.1,,0.149,,0.2,,0.1,,35.6,,7,,6,,51.1,
05-Jun-2024 16:00,18.2,,0.276,,0.6,,1.5,,34.2,,51,,6.2,,51.3,
05-Jun-2024 17:00,16,,0.129,,0,,-0.6,,33.9,,11,,3.7,,61.6,
05-Jun-2024 18:00,13.5,,0.125,,0.3,,0.6,,31.3,,8,,1.7,,84.3,
05-Jun-2024 19:00,13.2,,0.134,,3.7,,14.9,,18.6,,5,,3.3,,82.9,
05-Jun-2024 20:00,13.3,,0.137,,0.9,,3.9,,26.5,,2,,2,,82.4,
05-Jun-2024 21:00,13.6,,0.143,,0.4,,5.4,,22.5,,8,,-1.8,,80.6,
05-Jun-2024 22:00,13,,0.167,,0.3,,4.6,,17.4,,8,,3.5,,86.5,
05-Jun-2024 23:00,12.7,,0.14,,0.1,,2.3,,20.9,,7,,9.4,,82.6,
06-Jun-2024 00:00,12.2,,0.112,,0,,-0.2,,24.8,,4,,5.8,,76.4,
06-Jun-2024 01:00,11.8,,0.109,,0,,0.3,,23.4,,3,,9.3,,77.2,
06-Jun-2024 02:00,11.2,,0.085,,0,,1.2,,23.3,,3,,4.9,,76.2,
06-Jun-2024 03:00,11.1,,0.092,,0,,0.8,,23.3,,5,,6.3,,75.5,
06-Jun-2024 04:00,10.8,,0.095,,0,,1.4,,20.2,,5,,5.3,,77.9,
06-Jun-2024 05:00,10.6,,0.108,,0.1,,1.4,,21.4,,5,,4.1,,85.2,
06-Jun-2024 06:00,10,E,0.121,E,1.6,E,7.2,E,20.5,E,11,,3.4,,84.8,E
06-Jun-2024 07:00,10.3,,0.115,,3.4,,11.6,,19.5,,9,,2.5,,81.8,
06-Jun-2024 08:00,11.6,,0.121,,1.5,,4,,26.9,,4,,1.2,,73.3,
06-Jun-2024 09:00,12.7,,0.112,,3.8,,7.1,,27.6,,4,,2.8,,65,
06-Jun-2024 10:00,13.6,,0.113,,3.1,,5.8,,29.5,,4,,3.8,,59.2,
06-Jun-2024 11:00,14.4,,0.114,,0.8,,0.9,,33.1,,6,,2.8,,54.7,
06-Jun-2024 12:00,15.6,,0.111,,0.3,,-0.6,,34.5,,7,,2.5,,47.6,
06-Jun-2024 13:00,16.2,,0.092,,0.1,,-1,,33.3,,5,,1.3,,46.2,
06-Jun-2024 14:00,16.9,,0.086,,0.1,,-0.9,,33.5,,2,,1,,43.4,
06-Jun-2024 15:00,17.4,,0.1,,0.2,,-0.8,,33.4,,4,,0.3,,41.1,
06-Jun-2024 16:00,17.6,,0.094,,0.2,,-0.5,,32.2,,4,,-1.3,,42.4,
06-Jun-2024 17:00,17.7,,0.09,,0.7,,0.1,,31.9,,5,,3.7,,40.9,
06-Jun-2024 18:00,16,,0.096,,0,,-0.6,,32.5,,8,,4,,48.9,
06-Jun-2024 19:00,15.4,,0.108,,0,,-0.4,,34.3,,23,,1.6,,47.9,
06-Jun-2024 20:00,15.9,,0.1,,0,,-0.4,,32.8,,1,,2.5,,43.8,
06-Jun-2024 21:00,14.6,,0.104,,0,,-0.4,,30.6,,4,,0.6,,55.2,
06-Jun-2024 22:00,14,,0.096,,,IE,,IE,26.5,,3,,1.6,,58.1,
06-Jun-2024 23:00,13.5,,0.102,,,IE,,IE,23.5,,0,,1.8,,59.8,
07-Jun-2024 00:00,12.3,,0.097,,0.1,,2.6,,,IE,9,,3.9,,60.5,
07-Jun-2024 01:00,10.7,,0.097,,0.1,,1.3,,19.7,,7,,4.2,,66.7,
07-Jun-2024 02:00,8.9,,,IE,0,,0.7,,15.7,,6,,2.8,,79.9,
07-Jun-2024 03:00,8.3,,0.091,,,IE,,IE,15.4,,7,,1.7,,80.4,
07-Jun-2024 04:00,8,,0.09,,0.2,,-0.4,,14.1,,7,,1.6,,80.8,
07-Jun-2024 05:00,8.4,,0.091,,0.3,,0,,15.2,,7,,2.2,,76.7,
07-Jun-2024 06:00,8.9,,0.1,,0.5,,0,,14.1,,13,,3.6,,76.2,
07-Jun-2024 07:00,9.9,,0.109,,2,,3.8,,14.5,,8,,3.1,,70.6,
07-Jun-2024 08:00,12.1,,0.119,,2,,3.1,,20.4,,6,,-0.6,,59.9,
07-Jun-2024 09:00,13.5,,0.102,,0.8,,0.7,,25.7,,8,,-1.6,,53.2,
07-Jun-2024 10:00,14.7,,0.108,,0.4,,0,,29,,10,,-2.3,,48.8,
07-Jun-2024 11:00,16,,0.114,,0.3,,0,,30.8,,8,,-3.3,,43.3,
07-Jun-2024 12:00,17.1,,0.103,,0.1,,-0.6,,32.8,,4,,-2.8,,37.2,
07-Jun-2024 13:00,17.8,,0.096,,0.1,,-0.9,,33.8,,-1,,-3.2,,33.1,
07-Jun-2024 14:00,18.7,,0.108,,0.1,,-0.7,,34.6,,1,,-3.2,,31.1,
07-Jun-2024 15:00,19.2,,0.101,,0.2,,-0.6,,36.1,,3,,-3.1,,28.1,
07-Jun-2024 16:00,19.7,,0.134,,0.9,,1.6,,36.8,,3,,-0.9,,27.4,
07-Jun-2024 17:00,20.1,,0.095,,0.1,,-0.2,,38.7,,6,,-1.2,,25.4,
07-Jun-2024 18:00,20.5,,0.096,,0,,-1,,37.6,,6,,-1.4,,24.4,
07-Jun-2024 19:00,20.6,,0.129,,0.9,,0.7,,34.7,,3,,-0.4,,26,
07-Jun-2024 20:00,20.7,,0.089,,0,,-0.9,,33.5,,2,,-1,,26.8,
07-Jun-2024 21:00,19.8,,0.103,,0.1,,0.9,,29.3,,5,,-2.8,,31.4,
07-Jun-2024 22:00,17.3,,0.155,,0.8,,4.9,,22.2,,26,,-0.9,,41.9,
07-Jun-2024 23:00,15.8,,0.14,,1,,5.4,,21.2,,12,,4.7,,46.2,
08-Jun-2024 00:00,14.6,,0.133,,0.2,,2.6,,22.3,,24,,5.4,,49,
08-Jun-2024 01:00,13.5,,0.137,,0.9,,9.9,,13.4,,10,,3.9,,56.2,
08-Jun-2024 02:00,12.6,,0.162,,2.3,,14.2,,7.6,,15,,4.3,,64,
08-Jun-2024 03:00,13.6,,0.133,,0.8,,5.1,,18,,6,,2,,55.6,
08-Jun-2024 04:00,13.9,,0.092,,0,,-1.1,,25.6,,6,,-1,,48.1,
08-Jun-2024 05:00,15.3,,0.094,,0.1,,-0.6,,24.8,,4,,-1.6,,45.1,
08-Jun-2024 06:00,18.2,,0.095,,0,,-0.8,,27.4,,3,,-0.7,,36.7,
08-Jun-2024 07:00,19.7,,0.1,,0,,-1.4,,29,,22,,1.4,,33.1,
08-Jun-2024 08:00,20.5,,0.101,,0,,-1.2,,30.1,,16,,1.9,,30.6,
08-Jun-2024 09:00,21.9,,0.111,,0,,-0.9,,31.5,,27,,0.6,,26.7,
08-Jun-2024 10:00,22.9,,0.114,,0,,-1,E,33.2,,20,,-1.5,,23.2,
08-Jun-2024 11:00,23.6,,0.103,,0,,-1.1,,34.4,,22,,0,,21.2,
08-Jun-2024 12:00,24.2,,0.11,,0.1,,-0.9,,34.9,,21,,2.4,,20.4,
08-Jun-2024 13:00,25,,0.108,,0,,-1.1,,35.4,,24,,1.3,,19.2,
08-Jun-2024 14:00,25.5,,0.103,,0,,-1.2,,35.8,,10,,1,,18.5,
08-Jun-2024 15:00,26.2,,0.104,,0,E,-1.1,,37.2,,10,,-1.1,,16.7,
08-Jun-2024 16:00,26.6,,0.106,,0,,-1,,37.8,,13,,2,,16.2,
08-Jun-2024 17:00,26.7,,0.114,,0,,-0.8,,38.8,,11,,0.8,,15.4,
08-Jun-2024 18:00,26.7,,0.1,,0,,-1.2,E,39.3,,6,,-2.1,,14.6,
08-Jun-2024 19:00,26.3,,0.113,,0.1,,0,E,38.8,,9,,-1.8,,13.8,
08-Jun-2024 20:00,26,,0.117,,0,,-0.8,,38.2,,7,,-1,,14.7,
08-Jun-2024 21:00,24.7,,0.128,,0,,0.2,,35.5,,8,,1.3,,17.9,
08-Jun-2024 22:00,23.3,,0.125,,0,,0.2,E,33.9,,6,,1.6,,21.4,
08-Jun-2024 23:00,21.8,,0.123,,0,,0.3,E,33.5,,13,,4.2,,24.3,
09-Jun-2024 00:00,22.4,,0.104,,0,,-1.1,,36.7,,11,,3,,21.9,
09-Jun-2024 01:00,21.2,,0.103,,-0.1,,-1.1,E,35.8,,10,,1.7,,24.3,
09-Jun-2024 02:00,19.2,,0.104,,0,,-0.8,,33,,6,,3.3,,30,
09-Jun-2024 03:00,17.6,,0.128,,0,,1.6,,26.2,,7,,6.9,,38.9,
09-Jun-2024 04:00,15.7,,0.135,,0.7,,6.4,E,16,,17,,7,,49.5,
09-Jun-2024 05:00,15.9,,0.142,,8.3,,21.3,E,10.7,,42,,6.4,,48.9,
09-Jun-2024 06:00,17.7,,0.123,,0.6,,3.1,E,23,,15,,3.4,,44.2,
09-Jun-2024 07:00,19.2,,0.11,,1.5,,5,E,24.4,,13,,3.3,,39.5,
09-Jun-2024 08:00,20.8,,0.119,,0.1,,-0.2,E,29.8,,10,,5.6,,34.5,
09-Jun-2024 09:00,21.8,,0.123,,0,,-0.3,E,35,,9,,3.5,,27.3,
09-Jun-2024 10:00,22,,0.128,,0,,0.1,E,36.5,,11,,2.2,,25.6,
09-Jun-2024 11:00,22.6,,0.128,,0.2,,0.5,,36.5,,9,,3.5,,25.6,
09-Jun-2024 12:00,23.6,,0.121,,0.1,,-0.4,,36.9,,13,,2.8,,24.4,
09-Jun-2024 13:00,24.9,,0.119,,0,,-1.4,E,40.8,,15,,2.4,,20.2,
09-Jun-2024 14:00,25.6,,0.132,,0.4,,0.1,E,42.8,,19,,2.1,,18.8,
09-Jun-2024 15:00,25.7,,0.133,,0.1,,-0.2,E,43.3,,15,,4.8,,18.5,
09-Jun-2024 16:00,26.1,,0.171,,0,,-0.6,,44.1,,17,,5,,18.3,
09-Jun-2024 17:00,26.3,,0.186,,0,,-0.5,E,44.4,,24,,12.4,,18.7,
09-Jun-2024 18:00,26.3,,0.194,,0,,-0.3,E,45.7,,23,,13.7,,19.1,
09-Jun-2024 19:00,26.1,,0.243,,0,,0.1,E,44.4,,24,,12.3,,20.1,
09-Jun-2024 20:00,25.1,,0.253,,0.1,,2.1,E,40.3,,37,,20.4,,23.4,
09-Jun-2024 21:00,23.6,,0.253,,0.1,,5.2,E,34.1,,36,,21.1,,27.9,
09-Jun-2024 22:00,22.4,,0.285,,0.2,,9,E,28.3,,37,,27.1,,32,
09-Jun-2024 23:00,20.7,,0.255,,0,E,5.6,E,27.6,,38,,25.6,,39.2,
10-Jun-2024 00:00,19.8,,0.266,,0,,4.6,E,,IE,30,,29.8,,41.5,
10-Jun-2024 01:00,18.4,,0.222,,0.1,,3.6,E,25.3,,29,,16.8,,44.4,
10-Jun-2024 02:00,17.1,,,IE,0.2,,6.8,E,17.8,,43,,22,,52.2,
10-Jun-2024 03:00,16.5,,0.203,,,IE,,IE,15.5,,36,,17.1,,56.7,
10-Jun-2024 04:00,16.2,,0.179,,0.7,,4.9,E,15.4,,24,,13.1,,60.7,
10-Jun-2024 05:00,16.5,,0.174,,0.8,,4.6,E,17.1,,19,,14.6,,59.7,
10-Jun-2024 06:00,16.4,,0.198,,2,,7.1,E,14.9,,47,,12.7,,61.6,
10-Jun-2024 07:00,16.9,,0.173,,1.3,E,4.6,E,16.2,,30,,9.1,,60.7,
10-Jun-2024 08:00,17.8,,0.16,,1.1,,3.7,,20.5,E,26,,6.7,,54.8,
10-Jun-2024 09:00,18.5,,0.131,,1,,3.4,,27.8,,21,,3.6,,48.7,
10-Jun-2024 10:00,19.8,,0.121,,0.4,,0.9,,29.6,,20,,6.9,,45.2,
10-Jun-2024 11:00,19.7,,0.129,,0.4,,1.5,,26.3,,25,,6.2,,49,
10-Jun-2024 12:00,19.9,,0.131,,0.8,,2.7,,26,,18,,5.4,,47.5,
10-Jun-2024 13:00,20.4,,0.122,,0.2,,0.6,,25.6,,19,,4.4,,48.2,
10-Jun-2024 14:00,20.9,,0.12,,0.3,,0.7,,25.2,,22,,6.3,,48.1,
10-Jun-2024 15:00,21.2,,0.123,,0.4,,0.3,,23.7,,19,,4.9,,48.1,
10-Jun-2024 16:00,20.4,,0.117,,0.3,,0.8,,21.6,,22,,7,,54.9,
10-Jun-2024 17:00,19.5,,0.113,,0.2,,0.2,,21.9,,12,,5.4,,56.6,
10-Jun-2024 18:00,18.9,,0.124,,0.1,,-0.3,,27,,15,,3.6,,53.8,
10-Jun-2024 19:00,18.2,,0.107,,0,,-0.6,,27.9,,18,,5.4,,55.2,
10-Jun-2024 20:00,17.6,,0.097,,0,,-0.5,,27.1,,7,,1.9,,57.6,
10-Jun-2024 21:00,17.3,,0.12,,0.1,,1.6,,22.7,,13,,-1.1,,61.5,
10-Jun-2024 22:00,16.7,,0.132,,0.8,,6.2,,15.7,,21,,10.2,,66.8,
10-Jun-2024 23:00,16.5,,0.105,,0.2,,1.1,,19.5,,19,,11.2,,69.8,
11-Jun-2024 00:00,15.9,,0.105,,0.7,,2.9,,18.6,,13,,9.8,,74.2,
11-Jun-2024 01:00,15.4,,0.098,,0.1,,1.1,,19.8,,9,,5.8,,76.8,
