,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden
,CO_PPM,CO_PPM,CO_PPM,CO_TShl,CO_TShl,CO_TShl,PM10_BP,PM10_BP,PM10_BP,PM10_RH,PM10_RH,PM10_RH,PM10_Tamb,PM10_Tamb,PM10_Tamb,PM10_TShl,PM10_TShl,PM10_TShl,PM10L,PM10L,PM10L,PM10L_Qt,PM10L_Qt,PM10L_Qt,PM10S,PM10S,PM10S,PM10S_Qt,PM10S_Qt,PM10S_Qt,PM25_BP,PM25_BP,PM25_BP,PM25_Qt,PM25_Qt,PM25_Qt,PM25_RH,PM25_RH,PM25_RH,PM25_Tamb,PM25_Tamb,PM25_Tamb,PM25_TShl,PM25_TShl,PM25_TShl,PM25L,PM25L,PM25L,PMc,PMc,PMc,WD_S_15m,WD_S_15m,WD_S_15m,WD_V_15m,WD_V_15m,WD_V_15m,WS_S_15m,WS_S_15m,WS_S_15m,WS_V_15m,WS_V_15m,WS_V_15m
,PPM,PPM,PPM,DEGC,DEGC,DEGC,DEGC,DEGC,DEGC,% RH,% RH,% RH,DEGC,DEGC,DEGC,DEGC,DEGC,DEGC,ug/m3 L,ug/m3 L,ug/m3 L,L/M,L/M,L/M,ug/m3 S,ug/m3 S,ug/m3 S,L/M,L/M,L/M,MM/HG,MM/HG,MM/HG,L/M,L/M,L/M,% RH,% RH,% RH,DEGC,DEGC,DEGC,DEGC,DEGC,DEGC,ug/m3 L,ug/m3 L,ug/m3 L,ug/m3 L,ug/m3 L,ug/m3 L,DEG,DEG,DEG,DEG,DEG,DEG,M/SEC,M/SEC,M/SEC,M/SEC,M/SEC,M/SEC
Date,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes
07-Aug-2024 13:00,,IE,,23.8,,,756,,,35,,,16.4,,,29.8,,,6,,,0.7,,,6,,,0.718,,,757,,,0.7,,,35,,,16.3,,,27.7,,,3,,,3,,,,,,,,,,,,,,
07-Aug-2024 14:00,,IE,,23.8,,,756,,,35,,,16.1,,,29.2,,,4,,,0.7,,,4,,,0.719,,,757,,,0.701,,,35,,,16,,,27.7,,,1,,,3,,,,,,,,,,,,,,
07-Aug-2024 15:00,,IE,,23.8,,,756,,,35,,,15.7,,,28.8,,,1,,,0.7,,,1,,,0.719,,,757,,,0.701,,,35,,,15.6,,,27.7,,,-2,,,4,,,,,,,,,,,,,,
07-Aug-2024 16:00,,IE,,23.8,,,756,,,35,,,15.7,,,28.8,,,2,,,0.7,,,2,,,0.719,,,756,,,0.7,,,35,,,15.7,,,27.7,,,-4,,,5,,,,,,,,,,,,,,
07-Aug-2024 17:00,,IE,,23.8,,,756,,,35,,,15.6,,,28.8,,,2,,,0.7,,,2,,,0.719,,,756,,,0.7,,,36,E,3,15.5,,,27.7,,,-1,E,3,3,,,,,,,,,,,,,,
07-Aug-2024 18:00,,IE,,23.7,,,756,,,35,,,15,,,28.4,,,3,,,0.7,,,3,,,0.721,,,756,,,0.7,,,36,E,3,14.9,,,27.8,,,1,E,3,2,,,,,,,,,,,,,,
07-Aug-2024 19:00,,IE,,23.6,,,756,,,35,,,14.7,,,28.1,,,1,,,0.701,,,1,,,0.722,,,756,,,0.7,,,35,,,14.7,,,27.7,,,1,,,0,,,,,,,,,,,,,,
07-Aug-2024 20:00,,IE,,23.5,,,755,,,35,,,14.7,,,28,,,-1,,,0.7,,,-1,,,0.722,,,756,,,0.7,,,35,,,14.6,,,27.7,,,-1,,,0,,,,,,,,,,,,,,
07-Aug-2024 21:00,,IE,,23.4,,,755,,,35,,,14.6,,,28,,,0,,,0.7,,,0,,,0.722,,,756,,,0.7,,,35,,,14.6,,,27.7,,,-2,,,2,,,,,,,,,,,,,,
07-Aug-2024 22:00,,IE,,23.3,,,755,,,35,,,14.5,,,28.1,,,0,,,0.7,,,0,,,0.722,,,756,,,0.7,,,35,,,14.5,,,27.7,,,0,,,0,,,,,,,,,,,,,,
07-Aug-2024 23:00,,IE,,23.3,,,755,,,35,,,14.5,,,28.1,,,2,,,0.7,,,2,,,0.722,,,756,,,0.7,,,35,,,14.4,,,27.7,,,0,,,2,,,,,,,,,,,,,,
08-Aug-2024 00:00,,IE,,23.5,,,755,,,35,,,14.4,,,28.1,,,1,,,0.7,,,1,,,0.722,,,756,,,0.7,,,35,,,14.4,,,27.7,,,1,,,0,,,,,,,,,,,,,,
08-Aug-2024 01:00,,IE,,23.3,,,755,,,35,,,14.3,,,28.1,,,1,,,0.7,,,1,,,0.722,,,756,,,0.7,,,35,,,14.3,,,27.8,,,-1,,,2,,,,,,,,,,,,,,
08-Aug-2024 02:00,,IE,,23.1,,,755,,,35,,,14.1,,,27.7,,,1,,,0.7,,,1,,,0.722,,,756,,,0.7,,,35,,,14.1,,,27.6,,,-3,,,3,,,,,,,,,,,,,,
08-Aug-2024 03:00,,IE,,23.1,,,754,,,35,,,14.1,,,27.7,,,-1,,,0.7,,,-1,,,0.722,,,755,,,0.701,,,35,,,14,,,27.5,,,-2,,,1,,,,,,,,,,,,,,
08-Aug-2024 04:00,,IE,,23,,,754,,,35,,,14.1,,,27.7,,,0,,,0.7,,,0,,,0.722,,,755,,,0.7,,,35,,,14,,,27.6,,,-3,,,3,,,,,,,,,,,,,,
08-Aug-2024 05:00,,IE,,23,,,754,,,35,,,14.1,,,27.5,,,1,,,0.7,,,0,,,0.722,,,755,,,0.7,,,35,,,14,,,27.5,,,-2,,,3,,,,,,,,,,,,,,
08-Aug-2024 06:00,,IE,,23,,,754,,,35,,,14.2,,,27.6,,,0,,,0.7,,,0,,,0.721,,,755,,,0.7,,,35,,,14.1,,,27.6,,,0,,,-1,,,,,,,,,,,,,,
08-Aug-2024 07:00,,IE,,23,,,754,,,35,,,14.1,,,27.4,,,-2,,,0.7,,,-2,,,0.722,,,755,,,0.7,,,35,,,14.1,,,27.5,,,1,,,-3,,,,,,,,,,,,,,
08-Aug-2024 08:00,,IE,,23,,,754,,,35,,,13.9,,,27.4,,,-1,,,0.7,,,-1,,,0.722,,,755,,,0.701,,,35,,,13.8,,,27.4,,,-1,,,0,,,,,,,,,,,,,,
08-Aug-2024 09:00,,IE,,22.9,,,754,,,35,,,13.7,,,27.1,,,1,,,0.7,,,1,,,0.723,,,755,,,0.701,,,35,,,13.7,,,27.1,,,-2,,,3,,,,,,,,,,,,,,
08-Aug-2024 10:00,,IE,,22.9,,,755,,,35,,,13.5,,,27,,,1,,,0.701,,,1,,,0.725,,,755,,,0.701,,,35,,,13.5,,,27,,,-2,,,4,,,,,,,,,,,,,,
08-Aug-2024 11:00,,IE,,22.8,,,755,,,35,,,13.7,,,27.2,,,-1,,,0.7,,,-1,,,0.723,,,755,,,0.7,,,35,,,13.7,,,27.2,,,-2,,,1,,,,,,,,,,,,,,
08-Aug-2024 12:00,,IE,,22.8,,,755,,,35,,,13.9,,,27.6,,,1,,,0.7,,,1,,,0.723,,,756,,,0.7,,,35,,,13.9,,,27.5,,,-2,,,3,,,,,,,,,,,,,,
08-Aug-2024 13:00,,IE,,22.8,,,755,,,35,,,14.1,,,27.8,,,3,,,0.7,,,2,,,0.723,,,756,,,0.7,,,35,,,14,,,27.8,,,-1,,,3,,,,,,,,,,,,,,
08-Aug-2024 14:00,,IE,,23,,,755,,,35,,,13.8,,,27.7,,,3,,,0.7,,,3,,,0.724,,,756,,,0.701,,,35,,,13.7,,,27.6,,,-1,,,4,,,,,,,,,,,,,,
08-Aug-2024 15:00,,IE,,22.9,,,755,,,35,,,14.1,,,28,,,2,,,0.7,,,2,,,0.722,,,756,,,0.701,,,35,,,14.1,,,27.7,,,-2,,,4,,,,,,,,,,,,,,
08-Aug-2024 16:00,,IE,,22.9,,,755,,,35,,,14.6,,,28.6,,,1,,,0.7,,,1,,,0.721,,,755,,,0.701,,,35,,,14.5,,,27.7,,,0,,,1,,,,,,,,,,,,,,
08-Aug-2024 17:00,,IE,,23,,,755,,,34,,,15.4,,,29.2,,,1,,,0.701,,,1,,,0.719,,,755,,,0.7,,,35,,,15.3,,,27.6,,,0,,,1,,,,,,,,,,,,,,
08-Aug-2024 18:00,,IE,,23.1,,,754,,,34,,,15.6,,,29.5,,,3,,,0.701,,,3,,,0.719,,,755,,,0.7,,,35,,,15.5,,,27.6,,,-2,,,5,,,,,,,,,,,,,,
08-Aug-2024 19:00,,IE,,23.2,,,754,,,34,,,15.5,,,29.5,,,4,,,0.7,,,4,,,0.719,,,755,,,0.7,,,35,,,15.4,,,27.7,,,1,,,3,,,,,,,,,,,,,,
08-Aug-2024 20:00,,IE,,23.1,,,754,,,34,,,15,,,29.1,,,5,,,0.701,,,5,,,0.72,,,755,,,0.701,,,35,,,14.9,,,27.7,,,4,,,1,,,,,,,,,,,,,,
08-Aug-2024 21:00,,IE,,23,,,754,,,34,,,14.3,,,28.8,,,10,,,0.701,,,9,,,0.722,,,755,,,0.701,,,35,,,14.2,,,27.8,,,4,,,6,,,,,,,,,,,,,,
08-Aug-2024 22:00,,IE,,22.8,,,754,,,34,,,13.3,,,28,,,6,,,0.701,,,6,,,0.725,,,755,,,0.7,,,35,,,13.3,,,27.4,,,2,,,4,,,,,,,,,,,,,,
08-Aug-2024 23:00,,IE,,22.6,,,754,,,35,,,12.5,,,26.8,,,0,,,0.7,,,0,,,0.726,,,755,,,0.701,,,35,,,12.4,,,26.6,,,2,,,-2,,,,,,,,,,,,,,
09-Aug-2024 00:00,,IE,,22.8,,,754,,,35,,,11.9,,,26,,,-1,,,0.7,,,-1,,,0.727,,,755,,,0.701,,,35,,,11.9,,,25.9,,,1,,,-2,,,,,,,,,,,,,,
09-Aug-2024 01:00,,IE,,22.5,,,754,,,35,,,12,,,25.8,,,6,,,0.701,,,5,,,0.727,,,755,,,0.701,,,35,,,11.9,,,25.7,,,-3,,,8,,,,,,,,,,,,,,
09-Aug-2024 02:00,,IE,,22.3,,,754,,,35,,,12.1,,,25.8,,,4,,,0.7,,,4,,,0.727,,,755,,,0.701,,,35,,,12,,,25.6,,,0,,,4,,,,,,,,,,,,,,
09-Aug-2024 03:00,,IE,,22.7,,,754,,,34,,,12.1,,,25.5,,,3,,,0.701,,,2,,,0.727,,,755,,,0.701,,,35,,,12,,,25.3,,,2,,,0,,,,,,,,,,,,,,
09-Aug-2024 04:00,,IE,,22.6,,,754,,,34,,,12.1,,,25.5,,,2,,,0.701,,,2,,,0.727,,,755,,,0.7,,,35,,,12,,,25.3,,,1,,,1,,,,,,,,,,,,,,
09-Aug-2024 05:00,,IE,,22.2,,,754,,,34,,,12.1,,,25.6,,,4,,,0.7,,,4,,,0.727,,,755,,,0.7,,,35,,,12,,,25.4,,,1,,,3,,,,,,,,,,,,,,
09-Aug-2024 06:00,,IE,,22.1,,,754,,,33,,,12.2,,,25.7,,,5,,,0.701,,,4,,,0.727,,,755,,,0.701,,,34,,,12.1,,,25.5,,,1,,,4,,,,,,,,,,,,,,
09-Aug-2024 07:00,,IE,,22.1,,,754,,,32,,,12.4,,,25.7,,,3,,,0.7,,,3,,,0.727,,,755,,,0.701,,,32,,,12.3,,,25.5,,,0,,,3,,,,,,,,,,,,,,
09-Aug-2024 08:00,,IE,,22.2,E,,755,,,30,,,12.8,,,26.1,,,5,,,0.701,,,5,,,0.726,,,755,,,0.7,,,31,,,12.8,,,25.9,,,1,,,4,,,,,,,,,,,,,,
09-Aug-2024 09:00,,IE,,23.3,,,755,,,28,,,13.4,,,26.7,,,7,,,0.701,,,7,,,0.725,,,755,,,0.701,,,28,,,13.3,,,26.6,,,0,,,7,,,,,,,,,,,,,,
09-Aug-2024 10:00,,IE,,23.9,,,755,,,27,,,14.2,,,27.7,,,5,,,0.7,,,5,,,0.722,,,755,,,0.7,,,27,,,14.1,,,27.4,,,1,,,5,,,,,,,,,,,,,,
09-Aug-2024 11:00,,IE,,24.1,,,755,,,25,,,15.2,,,29,,,5,,,0.7,,,5,,,0.719,,,756,,,0.701,,,26,,,15.1,,,27.6,,,-1,,,5,,,,,,,,,,,,,,
09-Aug-2024 12:00,0.122,E,,24,,,755,,,24,,,15.9,,,29.3,,,5,,,0.7,,,5,,,0.718,,,756,,,0.7,,,25,,,15.9,,,27.5,,,2,,,2,,,,,,,,,,,,,,
09-Aug-2024 13:00,0.112,E,,23.8,,,755,,,22,,,16.1,,,29.3,,,7,,,0.701,,,7,,,0.718,,,756,,,0.701,,,24,,,16.1,,,27.5,,,3,,,4,,,,,,,,,,,,,,
09-Aug-2024 14:00,0.119,E,,24.1,,,755,,,21,,,17.1,,,29.3,,,6,,,0.7,,,6,,,0.715,,,755,,,0.7,,,22,,,17.1,,,27.5,,,3,,,3,,,,,,,,,,,,,,
09-Aug-2024 15:00,0.136,E,,24.1,,,755,,,22,,,16.2,,,29.5,,,6,,,0.7,,,5,,,0.717,,,755,,,0.701,,,23,,,16.2,,,27.5,,,3,,,3,,,,,,,,,,,,,,
09-Aug-2024 16:00,0.135,,,23.9,,,755,,,22,,,15,,,29.3,,,7,,,0.701,,,7,,,0.721,,,756,,,0.702,,,24,,,15,,,27.7,,,2,,,5,,,,,,,,,,,,,,
09-Aug-2024 17:00,0.12,,,23.6,,,755,,,22,,,13.5,,,28,,,11,,,0.701,,,11,,,0.725,,,756,,,0.701,,,23,,,13.5,,,27.4,,,3,,,8,,,,,,,,,,,,,,
09-Aug-2024 18:00,0.116,,,23.4,,,755,,,24,,,12.3,,,26.5,,,9,,,0.701,,,8,,,0.728,,,756,,,0.701,,,24,,,12.2,,,26.2,,,4,,,5,,,,,,,,,,,,,,
09-Aug-2024 19:00,0.113,,,23,,,756,,,26,,,11.4,,,25.5,,,11,,,0.7,,,10,,,0.73,,,756,,,0.701,,,27,,,11.3,,,25,,,4,,,6,,,,,,,,,,,,,,
09-Aug-2024 20:00,0.13,,,22.7,,,756,,,26,,,10.9,,,25.5,,,6,,,0.701,,,6,,,0.732,,,757,,,0.701,,,27,,,10.9,,,24.8,,,5,,,1,,,,,,,,,,,,,,
09-Aug-2024 21:00,0.125,,,22.4,,,756,,,26,,,11,,,25.2,,,9,,,0.701,,,9,,,0.732,,,757,,,0.701,,,27,,,10.9,,,24.7,,,4,,,5,,,,,,,,,,,,,,
09-Aug-2024 22:00,0.112,,,22.3,,,756,,,26,,,11.7,,,25.3,,,9,,,0.701,,,8,,,0.73,,,757,,,0.701,,,26,,,11.6,,,24.8,,,3,,,5,,,,,,,,,,,,,,
09-Aug-2024 23:00,0.119,,,22.1,,,756,,,25,,,11.4,,,25.2,,,6,,,0.701,,,6,,,0.731,,,757,,,0.701,,,25,,,11.4,,,24.8,,,5,,,1,,,,,,,,,,,,,,
10-Aug-2024 00:00,,IE,,22.2,,,757,,,25,,,11.1,,,25.3,,,6,,,0.7,,,5,,,0.732,,,757,,,0.7,,,25,,,11,,,25,,,6,,,0,,,,,,,,,,,,,,
10-Aug-2024 01:00,0.114,,,21.8,,,757,,,25,,,10.7,,,25.4,,,4,,,0.7,,,3,,,0.733,,,758,,,0.7,,,25,,,10.7,,,25,,,3,,,1,,,,,,,,,,,,,,
10-Aug-2024 02:00,0.098,,,21.3,,,757,,,26,,,9,,,25.5,,,5,,,0.701,,,4,,,0.738,,,758,,,0.701,,,26,,,8.9,,,25.1,,,2,,,2,,,,,,,,,,,,,,
10-Aug-2024 03:00,0.11,,,20.9,,,757,,,27,,,7.3,,,25.5,,,6,,,0.701,,,6,,,0.742,,,757,,,0.7,,,27,,,7.3,,,25.2,,,3,,,4,,,,,,,,,,,,,,
10-Aug-2024 04:00,0.134,,,20.4,,,757,,,27,,,6.5,,,25.5,,,5,,,0.7,,,5,,,0.744,,,757,,,0.7,,,27,,,6.4,,,25.2,,,1,,,4,,,,,,,,,,,,,,
10-Aug-2024 05:00,0.161,,,20.1,,,756,,,27,,,6.3,,,25.5,,,3,,,0.701,,,3,,,0.745,,,757,,,0.701,,,27,,,6.3,,,25.2,,,3,,,1,,,,,,,,,,,,,,
10-Aug-2024 06:00,0.19,E,2,19.9,E,2,756,,,27,,,7.3,,,25.5,,,6,,,0.701,,,5,,,0.743,,,757,,,0.701,,,27,,,7.2,,,25.2,,,3,,,3,,,,,,,,,,,,,,
10-Aug-2024 07:00,0.238,E,2,19.6,E,2,756,,,27,,,10,,,25.3,,,8,,,0.701,,,8,,,0.735,,,757,,,0.701,,,27,,,9.8,,,25.2,,,3,,,6,,,,,,,,,,,,,,
10-Aug-2024 08:00,0.194,,,20,,,756,,,25,,,11.8,,,25.9,,,8,,,0.7,,,7,,,0.73,,,757,,,0.7,,,25,,,11.7,,,25.8,,,2,,,6,,,,,,,,,,,,,,
10-Aug-2024 09:00,0.144,,,20.1,,,756,,,26,,,12.1,,,26.6,,,7,,,0.7,,,7,,,0.728,,,756,,,0.701,,,26,,,12.1,,,26.5,,,2,,,6,,,,,,,,,,,,,,
10-Aug-2024 10:00,0.135,,,20,,,755,,,30,,,11.3,,,26.2,,,7,,,0.701,,,7,,,0.73,,,756,,,0.701,,,30,,,11.2,,,26.1,,,3,,,4,,,,,,,,,,,,,,
10-Aug-2024 11:00,0.135,,,20,,,755,,,31,,,10.4,,,25.5,,,5,,,0.701,,,5,,,0.733,,,756,,,0.701,,,32,,,10.3,,,25,,,3,,,2,,,,,,,,,,,,,,
10-Aug-2024 12:00,0.15,E,2,19.9,E,2,755,,,33,,,10.3,,,25.4,,,4,,,0.701,,,4,,,0.733,,,755,,,0.701,,,33,,,10.2,,,25,,,1,,,2,,,,,,,,,,,,,,
10-Aug-2024 13:00,0.125,E,2,19.7,E,2,754,,,34,,,10.8,,,25.5,,,5,,,0.701,,,5,,,0.73,,,755,,,0.7,,,34,,,10.7,,,25.2,,,3,,,2,,,,,,,,,,,,,,
10-Aug-2024 14:00,0.135,E,2,19.8,E,2,753,,,34,,,11.2,,,25,,,3,,,0.7,,,3,,,0.728,,,754,,,0.7,,,34,,,11.1,,,24.8,,,2,,,1,,,,,,,,,,,,,,
10-Aug-2024 15:00,0.145,,,20,,,753,,,34,,,11.1,,,25.2,,,4,,,0.701,,,4,,,0.728,,,753,,,0.701,,,34,,,11,,,25.2,,,1,,,3,,,,,,,,,,,,,,
10-Aug-2024 16:00,0.169,,,20.2,,,752,,,34,,,10.8,,,25.4,,,4,,,0.7,,,3,,,0.728,,,753,,,0.701,,,34,,,10.7,,,25,,,3,,,1,,,,,,,,,,,,,,
10-Aug-2024 17:00,0.14,,,20,,,751,,,34,,,10.8,,,25.3,,,4,,,0.7,,,3,,,0.727,,,752,,,0.701,,,34,,,10.7,,,25.1,,,4,,,0,,,,,,,,,,,,,,
10-Aug-2024 18:00,0.151,,,20,,,750,,,33,,,10.9,,,25.3,,,2,,,0.701,,,2,,,0.727,,,751,,,0.701,,,34,,,10.8,,,24.8,,,2,,,0,,,,,,,,,,,,,,
10-Aug-2024 19:00,0.135,,,20,,,749,,,28,,,12.2,,,25.3,,,5,,,0.701,,,5,,,0.722,,,750,,,0.701,,,28,,,12,,,25.1,,,1,,,4,,,,,,,,,,,,,,
10-Aug-2024 20:00,0.105,,,20.4,,,748,,,25,,,12.8,,,25.4,,,20,,,0.701,,,20,,,0.72,,,749,,,0.701,,,26,,,12.7,,,25.1,,,2,,,18,,,,,,,,,,,,,,
10-Aug-2024 21:00,0.109,,,20.2,,,748,,,27,,,11.8,,,25.5,,,0,,,0.7,,,0,,,0.722,,,749,,,0.7,,,28,,,11.7,,,25.2,,,1,,,-1,,,,,,,,,,,,,,
10-Aug-2024 22:00,0.114,E,2,19.9,E,2,748,,,28,,,11.7,,,25.5,,,1,,,0.701,,,1,,,0.722,,,749,,,0.701,,,28,,,11.6,,,25.2,,,0,,,1,,,,,,,,,,,,,,
10-Aug-2024 23:00,0.113,E,2,19.9,E,2,747,,,30,,,11,,,25.5,,,3,,,0.7,,,2,,,0.724,,,748,,,0.701,,,31,,,10.9,,,25.1,,,1,,,1,,,,,,,,,,,,,,
11-Aug-2024 00:00,,IE,,20,,,747,,,32,,,10,,,25.5,,,5,,,0.701,,,4,,,0.726,,,748,,,0.701,,,33,,,9.9,,,25.2,,,2,,,3,,,,,,,,,,,,,,
11-Aug-2024 01:00,0.053,E,2,19.3,E,2,746,,,33,,,9.6,,,25.5,,,4,,,0.701,,,4,,,0.726,,,747,,,0.701,,,33,,,9.6,,,25.2,,,1,,,3,,,,,,,,,,,,,,
11-Aug-2024 02:00,0.054,E,2,19.2,E,2,745,,,32,,,9.5,,,25.5,,,3,,,0.701,,,3,,,0.725,,,746,,,0.701,,,33,,,9.4,,,25.3,,,-1,,,4,,,,,,,,,,,,,,
11-Aug-2024 03:00,0.046,E,2,19,E,2,745,,,32,,,9.3,,,25.5,,,4,,,0.701,,,4,,,0.726,,,746,,,0.701,,,33,,,9.2,,,25.3,,,-1,,,5,,,,,,,,,,,,,,
11-Aug-2024 04:00,0.054,E,2,18.8,E,2,746,,,33,,,9.3,,,25.5,,,4,,,0.701,,,3,,,0.726,,,746,,,0.7,,,33,,,9.2,,,25.3,,,3,,,0,,,,,,,,,,,,,,
11-Aug-2024 05:00,0.074,E,2,19.1,E,2,746,,,33,,,9.1,,,25.5,,,4,,,0.702,,,4,,,0.727,,,746,,,0.7,,,34,,,9,,,25.2,,,2,,,2,,,,,,,,,,,,,,
11-Aug-2024 06:00,0.104,E,2,19.1,E,2,746,,,33,,,9.3,,,25.5,,,3,,,0.701,,,3,,,0.726,,,746,,,0.701,,,34,,,9.2,,,25.2,,,-1,,,4,,,,,,,,,,,,,,
11-Aug-2024 07:00,0.092,E,2,19,E,2,746,,,33,,,9.7,,,25.3,,,0,,,0.701,,,0,,,0.725,,,746,,,0.701,,,34,,,9.6,,,25.1,,,0,,,0,,,,,,,,,,,,,,
11-Aug-2024 08:00,0.079,E,2,19,E,2,746,,,33,,,10.7,,,25.5,,,1,,,0.7,,,1,,,0.722,,,746,,,0.701,,,33,,,10.6,,,25.3,,,1,,,0,,,,,,,,,,,,,,
11-Aug-2024 09:00,0.083,E,2,19.1,E,2,746,,,33,,,11.2,,,25.5,,,1,,,0.7,,,1,,,0.722,,,747,,,0.701,,,33,,,11.1,,,25.4,,,3,,,-2,,,,,,,,,,,,,,
11-Aug-2024 10:00,0.083,E,2,19.2,E,2,746,,,34,,,11.5,,,25.5,,,3,,,0.7,,,3,,,0.721,,,747,,,0.701,,,34,,,11.3,,,25.3,,,1,,,1,,,,,,,,,,,,,,
11-Aug-2024 11:00,0.118,E,2,19.4,E,2,747,,,34,,,11.9,,,25.5,,,3,,,0.7,,,2,,,0.72,,,748,,,0.7,,,34,,,11.8,,,25.3,,,3,,,-1,,,,,,,,,,,,,,
11-Aug-2024 12:00,0.135,E,2,19.9,E,2,747,,,33,,,13.4,,,26.8,,,0,,,0.7,,,0,,,0.716,,,748,,,0.7,,,33,,,13.3,,,26.6,,,3,,,-3,,,,,,,,,,,,,,
11-Aug-2024 13:00,0.105,,,20.2,,,747,,,33,,,13.5,,,27.6,,,0,,,0.701,,,0,,,0.718,,,748,,,0.701,,,34,,,13.5,,,27.4,,,3,,,-3,,,,,,,,,,,,,,
11-Aug-2024 14:00,0.079,,,20.4,,,748,,,34,,,12.9,,,26.5,,,0,,,0.7,,,0,,,0.719,,,749,,,0.701,,,34,,,12.8,,,26.4,,,1,,,-1,,,,,,,,,,,,,,
11-Aug-2024 15:00,0.06,,,21,,,748,,,34,,,13.9,,,27.1,,,1,,,0.701,,,1,,,0.717,,,749,,,0.7,,,34,,,13.8,,,27,,,-1,,,2,,,,,,,,,,,,,,
11-Aug-2024 16:00,0.073,,,21.1,,,749,,,33,,,13.2,,,27.6,,,2,,,0.701,,,2,,,0.72,,,750,,,0.701,,,33,,,13.1,,,27.5,,,3,,,-1,,,,,,,,,,,,,,
11-Aug-2024 17:00,0.086,,,21,,,749,,,34,,,12.6,,,26.8,,,5,,,0.7,,,4,,,0.722,,,750,,,0.701,,,34,,,12.6,,,26.7,,,2,,,2,,,,,,,,,,,,,,
11-Aug-2024 18:00,0.074,,,21.1,,,750,,,34,,,13.4,,,27.2,,,4,,,0.701,,,4,,,0.72,,,751,,,0.702,,,34,,,13.4,,,27,,,0,,,4,,,,,,,,,,,,,,
11-Aug-2024 19:00,0.088,,,21.1,,,751,,,33,,,12.9,,,27.2,,,7,,,0.701,,,7,,,0.722,,,751,,,0.701,,,33,,,12.9,,,27.2,,,3,,,4,,,,,,,,,,,,,,
11-Aug-2024 20:00,0.108,,,21,,,751,,,35,,,12.4,,,26.9,,,5,,,0.7,,,4,,,0.723,,,752,,,0.7,,,35,,,12.4,,,26.8,,,3,,,2,,,,,,,,,,,,,,
11-Aug-2024 21:00,0.198,,,20.8,,,752,,,34,,,11.2,,,25.9,,,7,,,0.701,,,6,,,0.727,,,752,,,0.701,,,34,,,11.2,,,25.9,,,2,,,5,,,,,,,,,,,,,,
11-Aug-2024 22:00,0.095,,,20.7,,,752,,,35,,,10.8,,,25.5,,,8,,,0.701,,,7,,,0.729,,,753,,,0.701,,,35,,,10.7,,,24.7,,,3,,,5,,,,,,,,,,,,,,
11-Aug-2024 23:00,0.073,,,20.5,,,753,,,34,,,10.6,,,25.5,,,10,,,0.701,,,9,,,0.73,,,754,,,0.701,,,35,,,10.5,,,25,,,5,,,5,,,,,,,,,,,,,,
12-Aug-2024 00:00,,IE,,20.6,,,753,,,33,,,10.1,,,25.5,,,6,,,0.701,,,6,,,0.732,,,754,,,0.701,,,34,,,10,,,25.1,,,3,,,3,,,,,,,,,,,,,,
12-Aug-2024 01:00,0.133,,,20.3,,,754,,,32,,,10,,,25.5,,,5,,,0.701,,,4,,,0.733,,,755,,,0.7,,,33,,,9.9,,,25.2,,,0,,,5,,,,,,,,,,,,,,
12-Aug-2024 02:00,0.119,,,20,,,754,,,31,,,10.2,,,25.5,,,5,,,0.701,,,5,,,0.732,,,755,,,0.7,,,32,,,10.1,,,25.2,,,0,,,5,,,,,,,,,,,,,,
12-Aug-2024 03:00,,IE,,20.3,,,754,,,30,,,9.8,,,25.5,,,3,,,0.701,,,3,,,0.733,,,755,,,0.701,,,31,,,9.7,,,25.2,,,1,,,2,,,,,,,,,,,,,,
12-Aug-2024 04:00,0.219,E,,20,,,754,,,31,,,8.4,,,25.5,,,4,,,0.701,,,4,,,0.737,,,755,,,0.701,,,31,,,8.3,,,25.2,,,1,,,3,,,,,,,,,,,,,,
12-Aug-2024 05:00,0.279,E,2,19.5,E,2,755,,,31,,,8.2,,,25.5,,,3,,,0.701,,,3,,,0.738,,,755,,,0.701,,,31,,,8,,,25.2,,,1,,,2,,,,,,,,,,,,,,
12-Aug-2024 06:00,0.431,E,2,19.3,E,2,755,,,31,,,8.7,,,25.5,,,3,,,0.701,,,3,,,0.738,,,756,,,0.701,,,31,,,8.6,,,25.2,,,4,,,-1,,,,,,,,,,,,,,
