,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden
,CO_PPM,CO_PPM,CO_PPM,CO_TShl,CO_TShl,CO_TShl,PM10_BP,PM10_BP,PM10_BP,PM10_RH,PM10_RH,PM10_RH,PM10_Tamb,PM10_Tamb,PM10_Tamb,PM10_TShl,PM10_TShl,PM10_TShl,PM10L,PM10L,PM10L,PM10L_Qt,PM10L_Qt,PM10L_Qt,PM10S,PM10S,PM10S,PM10S_Qt,PM10S_Qt,PM10S_Qt,PM25_BP,PM25_BP,PM25_BP,PM25_Qt,PM25_Qt,PM25_Qt,PM25_RH,PM25_RH,PM25_RH,PM25_Tamb,PM25_Tamb,PM25_Tamb,PM25_TShl,PM25_TShl,PM25_TShl,PM25L,PM25L,PM25L,PMc,PMc,PMc,WD_S_15m,WD_S_15m,WD_S_15m,WD_V_15m,WD_V_15m,WD_V_15m,WS_S_15m,WS_S_15m,WS_S_15m,WS_V_15m,WS_V_15m,WS_V_15m
,PPM,PPM,PPM,DEGC,DEGC,DEGC,DEGC,DEGC,DEGC,% RH,% RH,% RH,DEGC,DEGC,DEGC,DEGC,DEGC,DEGC,ug/m3 L,ug/m3 L,ug/m3 L,L/M,L/M,L/M,ug/m3 S,ug/m3 S,ug/m3 S,L/M,L/M,L/M,MM/HG,MM/HG,MM/HG,L/M,L/M,L/M,% RH,% RH,% RH,DEGC,DEGC,DEGC,DEGC,DEGC,DEGC,ug/m3 L,ug/m3 L,ug/m3 L,ug/m3 L,ug/m3 L,ug/m3 L,DEG,DEG,DEG,DEG,DEG,DEG,M/SEC,M/SEC,M/SEC,M/SEC,M/SEC,M/SEC
Date,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes,Value,Flags,Qualifier Codes
20-Apr-2024 17:00,,IE,,23.9,,,752,,,10,,,15.1,,,31.3,,,29,,,0.7,,,29,,,0.718,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,25,,,,,,,,,,,,,,
20-Apr-2024 18:00,,IE,,24.2,,,752,,,10,,,14,,,31.3,,,42,,,0.7,,,41,,,0.721,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,40,,,,,,,,,,,,,,
20-Apr-2024 19:00,,IE,,24.4,,,751,,,11,,,13.3,,,31.2,,,38,,,0.701,,,37,,,0.723,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,33,,,,,,,,,,,,,,
20-Apr-2024 20:00,,IE,,24.4,,,751,,,11,,,10.7,,,31,,,60,,,0.7,,,57,,,0.729,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,54,,,,,,,,,,,,,,
20-Apr-2024 21:00,,IE,,24.4,,,751,,,13,,,8.2,,,29.9,,,90,,,0.701,,,86,,,0.736,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,76,,,,,,,,,,,,,,
20-Apr-2024 22:00,,IE,,24.3,,,751,,,14,,,6.8,,,28.4,,,93,,,0.702,,,88,,,0.739,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,80,,,,,,,,,,,,,,
20-Apr-2024 23:00,,IE,,24.2,,,751,,,16,,,5,,,27.6,,,116,,,0.701,,,109,,,0.744,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,102,,,,,,,,,,,,,,
21-Apr-2024 00:00,,IE,,24.3,,,751,,,16,,,3.5,,,27.3,,,102,,,0.701,,,95,,,0.748,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,86,,,,,,,,,,,,,,
21-Apr-2024 01:00,,IE,,24,,,751,,,17,,,2.9,,,27.3,,,60,,,0.701,,,56,,,0.749,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,48,,,,,,,,,,,,,,
21-Apr-2024 02:00,,IE,,23.8,,,751,,,17,,,1.5,,,27.4,,,46,,,0.701,,,43,,,0.753,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,36,,,,,,,,,,,,,,
21-Apr-2024 03:00,,IE,,23.6,,,751,,,17,,,0.8,,,27.4,,,36,,,0.701,,,33,,,0.755,,,751,,,0.701,,,6,,,0.8,,,49,E,,8,E,,27,,,,,,,,,,,,,,
21-Apr-2024 04:00,,IE,,23.4,,,751,,,17,,,0.5,,,27.4,,,30,,,0.701,,,28,,,0.757,,,751,,,0.701,,,6,,,0.5,,,48.5,E,,9,E,,21,,,,,,,,,,,,,,
21-Apr-2024 05:00,,IE,,23.3,,,751,,,17,,,0.3,,,27.4,,,33,,,0.701,,,30,,,0.757,,,751,,,0.701,,,6,,,0.2,,,48,E,,7,E,,26,,,,,,,,,,,,,,
21-Apr-2024 06:00,,IE,,23.1,,,751,,,17,,,1.1,,,27.4,,,46,,,0.701,,,42,,,0.755,,,751,,,0.701,,,6,,,1,,,48.2,E,,13,E,,32,,,,,,,,,,,,,,
21-Apr-2024 07:00,,IE,,23.1,,,751,,,17,,,2.7,,,27.3,,,48,,,0.702,,,44,,,0.751,,,752,,,0.702,,,6,,,2.8,,,49.3,E,,10,E,,38,,,,,,,,,,,,,,
21-Apr-2024 08:00,,IE,,23.1,,,751,,,16,,,4.8,,,27.5,,,64,,,0.701,,,60,,,0.745,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,49,,,,,,,,,,,,,,
21-Apr-2024 09:00,,IE,,23.2,,,752,,,15,,,7.4,,,28.3,,,74,,,0.701,,,70,,,0.738,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,63,,,,,,,,,,,,,,
21-Apr-2024 10:00,,IE,,23.4,,,752,,,14,,,8,,,29.4,,,44,,,0.701,,,42,,,0.738,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,32,,,,,,,,,,,,,,
21-Apr-2024 11:00,,IE,,23.6,,,752,,,13,,,8.9,,,29.8,,,48,,,0.7,,,45,,,0.734,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,40,,,,,,,,,,,,,,
21-Apr-2024 12:00,,IE,,23.8,,,752,,,12,,,10.3,,,30.6,,,23,,,0.7,,,22,,,0.73,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,19,,,,,,,,,,,,,,
21-Apr-2024 13:00,,IE,,24,,,752,,,12,,,10.7,,,30.8,,,27,,,0.701,,,26,,,0.73,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,22,,,,,,,,,,,,,,
21-Apr-2024 14:00,,IE,,24.1,,,753,,,12,,,10.8,,,30.8,,,15,,,0.701,,,14,,,0.73,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,12,,,,,,,,,,,,,,
21-Apr-2024 15:00,,IE,,24.4,,,753,,,13,,,10.2,,,30.6,,,28,,,0.701,,,27,,,0.732,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,26,,,,,,,,,,,,,,
21-Apr-2024 16:00,,IE,,24.6,,,753,,,15,,,9.1,,,30.2,,,40,,,0.701,,,38,,,0.735,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,37,,,,,,,,,,,,,,
21-Apr-2024 17:00,,IE,,24.7,,,753,,,17,,,8.2,,,29.3,,,31,,,0.701,,,29,,,0.738,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,27,,,,,,,,,,,,,,
21-Apr-2024 18:00,,IE,,24.7,,,753,,,17,,,8.3,,,29.1,,,28,,,0.701,,,26,,,0.737,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,27,,,,,,,,,,,,,,
21-Apr-2024 19:00,,IE,,24.7,,,754,,,17,,,7.3,,,28.3,,,38,,,0.701,,,36,,,0.741,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,37,,,,,,,,,,,,,,
21-Apr-2024 20:00,,IE,,24.6,,,754,,,18,,,6.8,,,27.7,,,18,,,0.701,,,17,,,0.743,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,16,,,,,,,,,,,,,,
21-Apr-2024 21:00,,IE,,24.5,,,755,,,18,,,6.6,,,27.5,,,19,,,0.701,,,18,,,0.744,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,18,,,,,,,,,,,,,,
21-Apr-2024 22:00,,IE,,24.4,,,756,,,19,,,5.7,,,27.6,,,29,,,0.701,,,27,,,0.747,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,26,,,,,,,,,,,,,,
21-Apr-2024 23:00,,IE,,24.3,,,756,,,19,,,4.6,,,27.5,,,20,,,0.701,,,19,,,0.75,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,17,,,,,,,,,,,,,,
22-Apr-2024 00:00,,IE,,24.3,,,757,,,21,,,4,,,27.4,,,10,,,0.701,,,9,,,0.752,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,6,,,,,,,,,,,,,,
22-Apr-2024 01:00,,IE,,24.1,,,757,,,21,,,4.2,,,27.3,,,9,,,0.701,,,8,,,0.752,,,758,,,0.701,,,7,,,4.2,,,49.6,E,2,1,E,2,8,,,,,,,,,,,,,,
22-Apr-2024 02:00,,IE,,23.9,,,758,,,21,,,2.9,,,27.3,,,8,,,0.701,,,7,,,0.757,,,758,,,0.701,,,8,,,2.8,,,49.3,E,2,0,E,2,7,,,,,,,,,,,,,,
22-Apr-2024 03:00,,IE,,24.2,,,758,,,21,,,2.8,,,27.4,,,6,,,0.701,,,6,,,0.758,,,759,,,0.701,,,8,,,2.9,,,49.3,E,2,3,E,2,3,,,,,,,,,,,,,,
22-Apr-2024 04:00,,IE,,24.1,,,759,,,21,,,3,,,27.4,,,6,,,0.701,,,5,,,0.758,,,759,,,0.701,,,8,,,3,,,49.9,E,2,2,E,2,4,,,,,,,,,,,,,,
22-Apr-2024 05:00,,IE,,23.7,,,759,,,21,,,2.9,,,27.2,,,15,,,0.701,,,13,,,0.758,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,14,,,,,,,,,,,,,,
22-Apr-2024 06:00,,IE,,23.6,,,759,,,21,,,3.5,,,27.3,,,28,,,0.701,,,26,,,0.756,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,27,,,,,,,,,,,,,,
22-Apr-2024 07:00,,IE,,23.6,,,759,,,20,,,5.1,,,27.5,,,54,,,0.701,,,50,,,0.752,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,50,,,,,,,,,,,,,,
22-Apr-2024 08:00,,IE,,23.5,,,759,,,19,,,6.3,,,27.7,,,23,,,0.7,,,21,,,0.748,,,,IE,,,IE,,,IE,,,IE,,,IE,,,IE,,19,,,,,,,,,,,,,,
22-Apr-2024 09:00,,IE,,23.4,E,,759,,,18,,,6.5,,,27.8,,,13,,,0.701,,,12,,,0.748,,,760,,,0.701,,,8,,,6.4,,,42.1,E,2,-3,E,2,16,,,,,,,,,,,,,,
22-Apr-2024 10:00,,IE,,24.1,,,759,,,17,,,7.4,,,28.8,,,16,,,0.7,,,15,,,0.744,,,760,,,0.701,,,8,,,7.5,,,44.3,E,2,1,E,2,15,,,,,,,,,,,,,,
22-Apr-2024 11:00,,IE,,24,,,759,E,,16,E,,8.6,E,,30,E,,,IE,,0.7,E,,,IE,,0.741,E,,760,E,,0.701,E,,8,E,,8.4,E,,41.6,E,2,,IE,,,IE,,,,,,,,,,,,,
22-Apr-2024 12:00,0.172,,,23.6,,,759,,,15,,,8.6,,,30.6,,,16,,,0.7,,,15,,,0.742,,,760,,,0.701,,,9,,,8.5,,,38.7,E,2,1,E,2,15,,,,,,,,,,,,,,
22-Apr-2024 13:00,0.167,,,23.8,,,759,,,14,,,9.7,,,30.5,,,9,,,0.701,,,8,,,0.738,,,760,,,0.701,,,9,,,9.7,,,38.5,E,2,0,E,2,9,,,,,,,,,,,,,,
22-Apr-2024 14:00,0.179,,,24,,,759,,,14,,,9.3,,,30.9,,,28,,,0.701,,,26,,,0.741,,,759,,,0.701,,,9,,,9.3,,,38.6,E,2,-2,E,2,30,,,,,,,,,,,,,,
22-Apr-2024 15:00,0.174,,,24.3,,,758,,,13,,,10.1,,,30.8,,,16,,,0.701,,,15,,,0.738,,,759,,,0.701,,,9,,,10.2,,,38.1,E,2,-2,E,2,17,,,,,,,,,,,,,,
22-Apr-2024 16:00,0.167,,,24.4,,,758,,,13,,,10,,,31,,,12,,,0.701,,,11,,,0.737,,,759,,,0.701,,,8,,,10.2,,,38.4,E,2,0,E,2,12,,,,,,,,,,,,,,
22-Apr-2024 17:00,0.173,,,24.6,,,758,,,13,,,9.2,,,30.5,,,12,,,0.701,,,11,,,0.74,,,758,,,0.701,,,9,,,9.2,,,37.9,E,2,1,E,2,11,,,,,,,,,,,,,,
22-Apr-2024 18:00,0.166,,,24.9,,,758,,,14,,,9.2,,,30.2,,,16,,,0.701,,,15,,,0.739,,,758,,,0.701,,,9,,,9.2,,,36.7,E,2,1,E,2,15,,,,,,,,,,,,,,
22-Apr-2024 19:00,0.177,,,25,,,757,,,15,,,8.5,,,29.5,,,37,,,0.701,,,35,,,0.741,,,758,,,0.702,,,10,,,8.5,,,35.6,E,2,1,E,2,36,,,,,,,,,,,,,,
22-Apr-2024 20:00,0.201,,,25.1,,,757,,,16,,,7.6,,,28.4,,,23,,,0.701,,,22,,,0.744,,,758,,,0.701,,,11,,,7.6,,,34.4,E,2,2,E,2,21,,,,,,,,,,,,,,
22-Apr-2024 21:00,0.209,,,25.1,,,757,,,17,,,7.2,,,28.1,,,23,,,0.701,,,21,,,0.744,,,758,,,0.702,,,12,,,7.2,,,33.3,E,2,2,E,2,21,,,,,,,,,,,,,,
22-Apr-2024 22:00,0.249,,,25.1,,,757,,,17,,,6.3,,,27.7,,,29,,,0.701,,,27,,,0.746,,,758,,,0.701,,,13,,,6.3,,,32.3,E,2,1,E,2,27,,,,,,,,,,,,,,
22-Apr-2024 23:00,0.292,,,25.1,,,757,,,18,,,5,,,27.5,,,30,,,0.701,,,27,,,0.75,,,758,,,0.701,,,13,,,5.1,,,31.6,E,2,2,E,2,27,,,,,,,,,,,,,,
23-Apr-2024 00:00,,IE,,25.2,,,757,,,18,,,4.7,,,27.6,,,38,,,0.701,,,35,,,0.751,,,758,,,0.702,,,13,,,4.7,,,31.1,E,2,2,E,2,36,,,,,,,,,,,,,,
23-Apr-2024 01:00,0.373,,,25.1,,,757,,,18,,,4.1,,,27.5,,,27,,,0.701,,,25,,,0.752,,,757,,,0.701,,,14,,,4.1,,,30.6,E,2,2,E,2,25,,,,,,,,,,,,,,
23-Apr-2024 02:00,0.353,,,24.9,,,757,,,18,,,3.8,,,27.3,,,25,,,0.702,,,23,,,0.753,,,757,,,0.701,,,14,,,3.7,,,30.1,E,2,1,E,2,24,,,,,,,,,,,,,,
23-Apr-2024 03:00,,IE,,25.2,,,756,,,18,,,3.5,,,27.4,,,25,,,0.702,,,23,,,0.754,,,757,,,0.701,,,15,,,3.5,,,29.6,E,2,1,E,2,25,,,,,,,,,,,,,,
23-Apr-2024 04:00,0.4,E,,25.2,,,756,,,19,,,3.1,,,27.2,,,22,,,0.702,,,20,,,0.755,,,757,,,0.701,,,15,,,3,,,29.1,E,2,4,E,2,18,,,,,,,,,,,,,,
23-Apr-2024 05:00,0.563,,,24.8,,,756,,,19,,,2.2,,,27.3,,,43,,,0.701,,,40,,,0.757,,,756,,,0.701,,,16,,,2.2,,,28.3,E,2,4,E,2,39,,,,,,,,,,,,,,
23-Apr-2024 06:00,0.954,,,24.7,,,755,,,19,,,2.3,,,27.3,,,88,,,0.701,,,82,,,0.755,,,756,,,0.702,,,16,,,2.3,,,27.8,E,2,7,E,2,81,,,,,,,,,,,,,,
23-Apr-2024 07:00,0.731,,,24.6,,,755,,,18,,,4.3,,,27.4,,,127,,,0.701,,,119,,,0.75,,,756,,,0.701,,,16,,,4.4,,,28.1,E,2,11,E,2,116,,,,,,,,,,,,,,
23-Apr-2024 08:00,0.357,,,24.6,,,755,,,16,,,7.3,,,28,,,50,,,0.701,,,47,,,0.741,,,756,,,0.7,,,14,,,6.9,,,29.9,E,2,5,E,2,45,,,,,,,,,,,,,,
23-Apr-2024 09:00,0.249,,,24.5,,,755,,,16,,,7.3,,,29,,,31,,,0.701,,,29,,,0.742,,,756,,,0.7,,,13,,,7.2,,,31.9,E,2,-2,E,2,33,,,,,,,,,,,,,,
23-Apr-2024 10:00,,IE,,24.7,,,755,,,14,,,9,,,30.3,,,17,,,0.701,,,16,,,0.737,,,755,,,0.7,,,12,,,9,,,33.9,E,2,-1,E,2,18,,,,,,,,,,,,,,
23-Apr-2024 11:00,,IE,,25.4,,,755,,,13,,,9.9,,,30.9,,,12,,,0.701,,,11,,,0.734,,,755,,,0.701,,,10,,,9.7,,,36,E,2,-2,E,2,14,,,,,,,,,,,,,,
23-Apr-2024 12:00,,IE,,26.1,,,754,,,13,,,10.9,,,30.9,,,19,,,0.701,,,18,,,0.732,,,755,,,0.701,,,10,,,10.7,,,37.7,E,2,-2,E,2,21,,,,,,,,,,,,,,
23-Apr-2024 13:00,,IE,,26.2,,,754,,,13,,,11.2,,,30.8,,,24,,,0.701,,,23,,,0.73,,,755,,,0.7,,,9,,,11.2,,,36.8,E,2,9,E,2,15,,,,,,,,,,,,,,
23-Apr-2024 14:00,,IE,,26.3,,,754,,,12,,,11.9,,,30.9,,,12,,,0.701,,,12,,,0.728,,,754,,,0.701,,,8,,,12,,,38.5,E,2,4,E,2,8,,,,,,,,,,,,,,
23-Apr-2024 15:00,0.171,,,26,,,753,,,11,,,12.1,,,31.1,,,11,,,0.701,,,11,,,0.727,,,754,,,0.701,,,8,,,12.4,,,39.9,E,2,-1,E,2,12,,,,,,,,,,,,,,
23-Apr-2024 16:00,0.188,,,25.8,,,753,,,12,,,12,,,31,,,24,,,0.701,,,23,,,0.727,,,754,,,0.702,,,7,,,12.3,,,40.5,E,2,0,E,2,25,,,,,,,,,,,,,,
23-Apr-2024 17:00,0.191,,,25.7,,,753,,,12,,,11.7,,,31,,,17,,,0.701,,,17,,,0.727,,,753,,,0.702,,,8,,,12,,,40.1,E,2,-2,E,2,19,,,,,,,,,,,,,,
23-Apr-2024 18:00,0.219,,,25.8,,,753,,,13,,,11.3,,,31,,,26,,,0.701,,,25,,,0.73,,,753,,,0.701,,,8,,,11.7,,,39.1,E,2,3,E,2,23,,,,,,,,,,,,,,
23-Apr-2024 19:00,0.24,,,25.9,,,753,,,13,,,10.3,,,30.7,,,30,,,0.701,,,28,,,0.732,,,753,,,0.701,,,9,,,10.3,,,37.7,E,2,2,E,2,27,,,,,,,,,,,,,,
23-Apr-2024 20:00,0.219,,,26,,,753,,,14,,,8.3,,,29.9,,,27,,,0.701,,,26,,,0.737,,,753,,,0.701,,,10,,,8.3,,,36.2,E,2,1,E,2,26,,,,,,,,,,,,,,
23-Apr-2024 21:00,0.325,,,26,,,753,,,15,,,5.5,,,27.9,,,44,,,0.702,,,41,,,0.745,,,754,,,0.701,,,11,,,5.5,,,34.4,E,2,3,E,2,40,,,,,,,,,,,,,,
23-Apr-2024 22:00,0.476,,,25.8,,,753,,,17,,,4.4,,,27.2,,,63,,,0.701,,,59,,,0.747,,,754,,,0.701,,,12,,,4.4,,,32.3,E,2,6,E,2,57,,,,,,,,,,,,,,
23-Apr-2024 23:00,0.448,,,25.6,,,753,,,17,,,3,,,27.4,,,41,,,0.701,,,38,,,0.752,,,754,,,0.702,,,13,,,3,,,30.6,E,2,9,E,2,32,,,,,,,,,,,,,,
24-Apr-2024 00:00,,IE,,25.6,,,753,,,17,,,1.4,,,27.4,,,56,,,0.701,,,51,,,0.756,,,754,,,0.701,,,14,,,1.3,,,29,E,2,6,E,2,49,,,,,,,,,,,,,,
24-Apr-2024 01:00,0.455,,,25.3,,,753,,,17,,,0.6,,,27.4,,,27,,,0.701,,,25,,,0.758,,,754,,,0.701,,,15,,,0.5,,,27.5,E,2,6,E,2,20,,,,,,,,,,,,,,
24-Apr-2024 02:00,0.44,,,25,,,753,,,17,,,-0.1,,,27.4,,,19,,,0.701,,,17,,,0.76,,,753,,,0.701,,,16,,,-0.2,,,26.4,E,2,7,E,2,12,,,,,,,,,,,,,,
24-Apr-2024 03:00,0.421,,,24.8,,,753,,,17,,,-0.6,,,27.4,,,15,,,0.701,,,14,,,0.761,,,753,,,0.701,,,16,,,-0.7,,,25.3,E,2,5,E,2,10,,,,,,,,,,,,,,
24-Apr-2024 04:00,0.466,,,24.5,,,753,,,17,,,-0.8,,,27.4,,,14,,,0.701,,,13,,,0.761,,,753,,,0.701,,,17,,,-1,,,24.5,E,2,4,E,2,10,,,,,,,,,,,,,,
24-Apr-2024 05:00,0.67,,,24.3,,,753,,,17,,,-1,,,27.4,,,29,,,0.701,,,26,,,0.763,,,753,,,0.701,,,17,,,-1.1,,,23.9,E,2,2,E,2,26,,,,,,,,,,,,,,
24-Apr-2024 06:00,0.958,,,24.1,,,753,,,17,,,1.9,,,27.5,,,76,,,0.702,,,70,,,0.755,,,754,,,0.702,,,18,,,1.7,,,24.1,E,2,7,E,2,68,,,,,,,,,,,,,,
24-Apr-2024 07:00,0.817,,,24,,,753,,,16,,,5.7,,,27.3,,,176,,,0.7,,,165,,,0.744,,,754,,,0.701,,,16,,,5.2,,,26.2,E,2,16,E,2,160,,,,,,,,,,,,,,
24-Apr-2024 08:00,0.538,,,24,,,753,,,15,,,7.3,,,28,,,115,,,0.701,,,109,,,0.74,,,754,,,0.701,,,14,,,6.9,,,29.1,E,2,10,E,2,105,,,,,,,,,,,,,,
24-Apr-2024 09:00,0.302,,,23.9,,,753,,,14,,,8.6,,,29.7,,,54,,,0.701,,,51,,,0.736,,,754,,,0.701,,,12,,,8.5,,,31.8,E,2,5,E,2,49,,,,,,,,,,,,,,
24-Apr-2024 10:00,0.178,,,24,,,753,,,13,,,9.3,,,31,,,27,,,0.701,,,25,,,0.735,,,754,,,0.701,,,11,,,9.2,,,34.3,E,2,1,E,2,26,,,,,,,,,,,,,,
24-Apr-2024 11:00,0.188,,,24.2,,,753,,,13,,,10,,,31,,,30,,,0.7,,,28,,,0.733,,,754,,,0.7,,,10,,,9.8,,,36.4,E,2,0,E,2,30,,,,,,,,,,,,,,
24-Apr-2024 12:00,0.17,,,24.4,,,753,,,12,,,11.1,,,31,,,18,,,0.701,,,17,,,0.73,,,754,,,0.7,,,9,,,10.8,,,38,E,2,-2,E,2,20,,,,,,,,,,,,,,
24-Apr-2024 13:00,0.162,,,24.6,,,753,,,12,,,12.3,,,31.1,,,27,,,0.701,,,26,,,0.727,,,754,,,0.701,,,8,,,12.2,,,39.6,E,2,-2,E,2,29,,,,,,,,,,,,,,
24-Apr-2024 14:00,0.163,,,24.7,,,753,,,12,,,12.8,,,31,,,27,,,0.701,,,27,,,0.726,,,754,,,0.701,,,8,,,12.9,,,41,E,2,-2,E,2,30,,,,,,,,,,,,,,
24-Apr-2024 15:00,0.165,,,24.8,,,753,,,12,,,13,,,31.1,,,20,,,0.701,,,19,,,0.725,,,754,,,0.701,,,7,,,13.2,,,41.5,E,2,0,E,2,20,,,,,,,,,,,,,,
24-Apr-2024 16:00,0.196,,,25.1,,,753,,,12,,,13.4,,,31.2,,,31,,,0.701,,,30,,,0.724,,,753,,,0.701,,,7,,,13.9,,,42,E,2,-1,E,2,32,,,,,,,,,,,,,,
24-Apr-2024 17:00,0.196,,,25.5,,,753,,,13,,,12.8,,,31.1,,,27,,,0.7,,,27,,,0.725,,,753,,,0.701,,,8,,,13,,,41.6,E,2,-2,E,2,29,,,,,,,,,,,,,,
24-Apr-2024 18:00,0.18,,,25.7,,,753,,,13,,,12,,,31.1,,,21,,,0.7,,,20,,,0.727,,,753,,,0.701,,,8,,,12.3,,,40.3,E,2,0,E,2,21,,,,,,,,,,,,,,
24-Apr-2024 19:00,0.192,,,25.8,,,753,,,14,,,10.1,,,31,,,22,,,0.701,,,21,,,0.733,,,754,,,0.701,,,9,,,10.2,,,38.6,E,2,2,E,2,19,,,,,,,,,,,,,,
24-Apr-2024 20:00,0.2,,,25.8,,,753,,,15,,,8.6,,,29.9,,,29,,,0.702,,,28,,,0.737,,,754,,,0.701,,,10,,,8.6,,,36.8,E,2,2,E,2,28,,,,,,,,,,,,,,
24-Apr-2024 21:00,0.21,,,25.8,,,754,,,16,,,6.7,,,27.6,,,14,,,0.701,,,13,,,0.743,,,754,,,0.702,,,11,,,6.7,,,34.5,E,2,0,E,2,14,,,,,,,,,,,,,,
24-Apr-2024 22:00,0.187,,,25.8,,,754,,,17,,,5.2,,,27.4,,,12,,,0.701,,,11,,,0.747,,,754,,,0.701,,,12,,,5.2,,,32.3,E,2,1,E,2,11,,,,,,,,,,,,,,
24-Apr-2024 23:00,0.272,,,25.7,,,754,,,18,,,4.3,,,27.4,,,25,,,0.701,,,23,,,0.749,,,755,,,0.701,,,13,,,4.3,,,30.8,E,2,3,E,2,22,,,,,,,,,,,,,,
25-Apr-2024 00:00,,IE,,25.7,,,754,,,18,,,4.1,,,27.3,,,23,,,0.701,,,22,,,0.749,,,755,,,0.701,,,14,,,4.1,,,29.6,E,2,2,E,2,21,,,,,,,,,,,,,,
25-Apr-2024 01:00,0.311,,,25.5,,,754,,,18,,,2.2,,,27.4,,,36,,,0.701,,,33,,,0.755,,,755,,,0.701,,,15,,,2.1,,,28.4,E,2,7,E,2,28,,,,,,,,,,,,,,
25-Apr-2024 02:00,0.353,,,25.2,,,754,,,18,,,1,,,27.4,,,38,,,0.701,,,35,,,0.758,,,755,,,0.701,,,15,,,0.9,,,27.2,E,2,13,E,2,24,,,,,,,,,,,,,,
25-Apr-2024 03:00,0.362,,,25,,,754,,,18,,,0.3,,,27.4,,,27,,,0.701,,,25,,,0.76,,,755,,,0.701,,,16,,,0.2,,,26.2,E,2,8,E,2,19,,,,,,,,,,,,,,
25-Apr-2024 04:00,0.448,,,24.8,,,754,,,17,,,-0.6,,,27.4,,,30,,,0.701,,,27,,,0.762,,,755,,,0.701,,,16,,,-0.7,,,25.3,E,2,11,E,2,20,,,,,,,,,,,,,,
25-Apr-2024 05:00,0.602,,,24.6,,,754,,,17,,,-0.1,,,27.4,,,40,,,0.701,,,37,,,0.761,,,755,,,0.702,,,17,,,-0.3,,,24.6,E,2,7,E,2,33,,,,,,,,,,,,,,
25-Apr-2024 06:00,0.719,,,24.4,,,754,,,17,,,2.5,,,27.2,,,68,,,0.701,,,63,,,0.754,,,755,,,0.701,,,17,,,2.4,,,25,E,2,4,E,2,64,,,,,,,,,,,,,,
25-Apr-2024 07:00,0.704,,,24.4,,,755,,,17,,,4.8,,,27.2,,,107,,,0.701,,,100,,,0.748,,,755,,,0.701,,,16,,,4.6,,,26.6,E,2,6,E,2,101,,,,,,,,,,,,,,
